segment_id,road_name,time_of_day,day_of_week,weather,vehicle_density,congestion_score
10,University Road,18,5,clear,63,0.5032
14,Sinhagad Road,6,6,clear,31,0.2605
8,Satara Road,7,2,clear,44,0.3962
3,Karve Road,9,6,rain,57,0.6037
6,Nagar Road,0,1,clear,19,0.1648
13,Old Mumbai Highway,6,1,clear,42,0.3694
7,Solapur Road,16,6,clear,13,0.1452
11,Hinjewadi Road,2,6,fog,9,0.1138
9,Airport Road,21,3,rain,38,0.4159
9,Airport Road,18,3,clear,71,0.6328
2,Tilak Road,8,4,clear,70,0.5947
8,Satara Road,17,2,clear,66,0.6181
12,Aundh-Ravet Road,14,0,rain,54,0.5642
13,Old Mumbai Highway,17,1,clear,79,0.6913
10,University Road,2,2,clear,18,0.1425
14,Sinhagad Road,3,2,clear,15,0.1709
11,Hinjewadi Road,10,1,rain,68,0.7946
13,Old Mumbai Highway,23,6,clear,11,0.1468
5,Mumbai-Bangalore Highway,15,4,clear,24,0.1915
12,Aundh-Ravet Road,6,3,clear,35,0.3573
7,Solapur Road,2,4,rain,8,0.1732
14,Sinhagad Road,9,3,clear,72,0.6482
8,Satara Road,7,4,clear,41,0.3748
1,FC Road,1,1,clear,22,0.1991
14,Sinhagad Road,5,0,clear,10,0.1274
14,Sinhagad Road,12,3,clear,53,0.4297
6,Nagar Road,9,6,rain,48,0.5822
6,Nagar Road,23,3,rain,34,0.3501
1,FC Road,4,6,clear,4,0.0978
14,Sinhagad Road,17,5,clear,60,0.4892
2,Tilak Road,1,2,rain,10,0.1724
11,Hinjewadi Road,9,2,fog,94,0.8748
13,Old Mumbai Highway,16,2,clear,23,0.1634
12,Aundh-Ravet Road,15,4,clear,10,0.1364
1,FC Road,3,6,rain,9,0.1401
5,Mumbai-Bangalore Highway,20,4,clear,89,0.7098
3,Karve Road,10,1,rain,84,0.9025
8,Satara Road,10,5,clear,56,0.4417
3,Karve Road,20,3,clear,84,0.7415
11,Hinjewadi Road,17,2,rain,82,0.9192
12,Aundh-Ravet Road,4,6,rain,8,0.1167
1,FC Road,6,3,clear,37,0.3413
15,NIBM Road,16,4,fog,22,0.2106
7,Solapur Road,10,6,rain,51,0.5996
8,Satara Road,12,4,clear,56,0.4626
10,University Road,10,3,clear,81,0.672
10,University Road,16,3,fog,20,0.2188
13,Old Mumbai Highway,14,2,rain,63,0.6507
3,Karve Road,19,4,fog,95,0.943
15,NIBM Road,20,5,clear,49,0.4649
14,Sinhagad Road,18,5,clear,46,0.3948
4,Paud Road,17,5,fog,62,0.5496
3,Karve Road,4,5,clear,7,0.0857
8,Satara Road,10,5,rain,57,0.5744
7,Solapur Road,16,3,rain,8,0.1562
15,NIBM Road,17,5,fog,56,0.5478
11,Hinjewadi Road,13,5,clear,29,0.2643
8,Satara Road,2,3,clear,21,0.2042
10,University Road,22,1,clear,16,0.2043
2,Tilak Road,18,3,rain,79,0.8654
7,Solapur Road,6,4,fog,38,0.4012
5,Mumbai-Bangalore Highway,17,4,rain,76,0.9136
7,Solapur Road,2,1,clear,11,0.1485
14,Sinhagad Road,7,4,fog,46,0.4238
9,Airport Road,13,6,clear,43,0.3235
11,Hinjewadi Road,5,6,clear,4,0.0627
2,Tilak Road,15,5,rain,6,0.1309
9,Airport Road,5,5,clear,9,0.0836
1,FC Road,4,5,fog,8,0.1108
4,Paud Road,6,6,clear,27,0.2442
1,FC Road,19,3,rain,97,1.0
8,Satara Road,7,1,fog,52,0.4455
10,University Road,14,2,clear,44,0.4105
7,Solapur Road,1,5,clear,13,0.151
2,Tilak Road,13,5,clear,32,0.2492
7,Solapur Road,16,2,rain,13,0.197
5,Mumbai-Bangalore Highway,22,3,clear,39,0.3128
1,FC Road,11,2,rain,20,0.1925
1,FC Road,12,5,fog,30,0.2921
1,FC Road,10,1,clear,70,0.6424
1,FC Road,20,4,rain,70,0.8401
13,Old Mumbai Highway,18,5,clear,64,0.4877
5,Mumbai-Bangalore Highway,18,1,rain,83,0.9587
6,Nagar Road,18,5,clear,44,0.4259
4,Paud Road,12,3,rain,56,0.6204
14,Sinhagad Road,18,1,clear,92,0.7219
8,Satara Road,0,6,fog,13,0.1267
11,Hinjewadi Road,8,6,clear,46,0.3925
13,Old Mumbai Highway,1,2,clear,14,0.172
8,Satara Road,9,2,fog,64,0.7063
1,FC Road,14,2,clear,60,0.469
7,Solapur Road,17,3,rain,68,0.8417
1,FC Road,21,0,rain,17,0.2454
1,FC Road,19,5,clear,63,0.49
10,University Road,13,3,rain,64,0.6053
5,Mumbai-Bangalore Highway,5,0,clear,16,0.1756
2,Tilak Road,20,3,fog,87,0.8741
10,University Road,19,0,clear,75,0.6713
13,Old Mumbai Highway,20,6,clear,60,0.4918
2,Tilak Road,0,3,rain,15,0.1787
10,University Road,12,2,rain,68,0.6507
14,Sinhagad Road,8,6,fog,52,0.4865
15,NIBM Road,19,0,rain,86,0.9389
1,FC Road,9,5,fog,48,0.5108
13,Old Mumbai Highway,15,5,rain,13,0.1409
6,Nagar Road,16,5,fog,4,0.0814
13,Old Mumbai Highway,14,5,rain,33,0.3586
3,Karve Road,5,4,fog,21,0.2132
15,NIBM Road,4,1,clear,10,0.1439
4,Paud Road,16,0,rain,17,0.1831
15,NIBM Road,18,6,fog,64,0.5662
4,Paud Road,2,1,rain,12,0.1672
7,Solapur Road,10,1,clear,91,0.7436
14,Sinhagad Road,4,6,clear,5,0.0666
14,Sinhagad Road,3,4,clear,17,0.1511
8,Satara Road,23,6,rain,14,0.2024
7,Solapur Road,23,3,fog,24,0.2512
14,Sinhagad Road,9,5,clear,41,0.3942
2,Tilak Road,10,5,clear,41,0.389
13,Old Mumbai Highway,13,3,clear,62,0.477
15,NIBM Road,7,1,clear,34,0.3261
8,Satara Road,2,1,clear,21,0.1801
1,FC Road,8,2,clear,81,0.699
1,FC Road,19,5,rain,48,0.579
9,Airport Road,11,6,clear,14,0.1435
7,Solapur Road,9,2,fog,64,0.7027
14,Sinhagad Road,1,4,clear,19,0.2019
9,Airport Road,13,1,clear,48,0.3767
2,Tilak Road,9,2,clear,80,0.7222
7,Solapur Road,16,5,fog,10,0.1365
11,Hinjewadi Road,10,0,clear,94,0.7092
6,Nagar Road,11,2,clear,20,0.1776
4,Paud Road,6,5,clear,28,0.2528
15,NIBM Road,22,5,clear,16,0.1408
15,NIBM Road,16,3,rain,9,0.1258
6,Nagar Road,14,3,clear,62,0.4777
13,Old Mumbai Highway,19,3,rain,93,0.9807
14,Sinhagad Road,19,2,clear,85,0.7494
4,Paud Road,19,0,clear,66,0.6321
5,Mumbai-Bangalore Highway,21,3,clear,33,0.2626
14,Sinhagad Road,21,4,clear,34,0.2792
7,Solapur Road,18,2,rain,79,0.956
4,Paud Road,17,1,clear,87,0.7337
10,University Road,3,4,fog,17,0.1933
7,Solapur Road,3,2,clear,7,0.14
3,Karve Road,20,1,clear,74,0.6519
1,FC Road,15,5,clear,9,0.0838
5,Mumbai-Bangalore Highway,3,6,clear,14,0.1229
11,Hinjewadi Road,0,6,clear,9,0.1182
4,Paud Road,11,2,clear,12,0.1505
3,Karve Road,11,2,rain,21,0.2677
2,Tilak Road,21,5,clear,25,0.1881
10,University Road,7,0,rain,38,0.4414
6,Nagar Road,15,4,rain,24,0.2419
2,Tilak Road,1,3,clear,16,0.1491
9,Airport Road,1,3,clear,6,0.1143
8,Satara Road,21,2,rain,39,0.3896
12,Aundh-Ravet Road,4,3,clear,11,0.1155
14,Sinhagad Road,4,1,clear,6,0.1244
8,Satara Road,5,3,fog,18,0.2319
8,Satara Road,0,4,rain,22,0.231
13,Old Mumbai Highway,15,2,fog,12,0.1443
14,Sinhagad Road,5,3,clear,17,0.1572
14,Sinhagad Road,14,3,fog,61,0.5977
13,Old Mumbai Highway,19,6,rain,50,0.5331
15,NIBM Road,2,0,clear,18,0.1535
8,Satara Road,12,2,rain,44,0.507
9,Airport Road,21,1,rain,39,0.3839
12,Aundh-Ravet Road,22,2,rain,36,0.3708
10,University Road,15,2,fog,7,0.1403
15,NIBM Road,0,0,clear,24,0.1926
3,Karve Road,0,2,rain,9,0.1739
13,Old Mumbai Highway,19,0,rain,83,0.9686
13,Old Mumbai Highway,12,3,rain,67,0.6683
6,Nagar Road,10,2,clear,67,0.6293
10,University Road,22,2,clear,23,0.1894
7,Solapur Road,18,3,clear,78,0.6416
11,Hinjewadi Road,5,1,clear,10,0.1142
10,University Road,0,2,rain,24,0.2558
11,Hinjewadi Road,6,4,fog,41,0.4294
11,Hinjewadi Road,18,4,clear,88,0.7819
13,Old Mumbai Highway,21,5,clear,23,0.2152
7,Solapur Road,13,1,clear,61,0.4929
2,Tilak Road,10,6,clear,54,0.4196
4,Paud Road,13,5,clear,43,0.3415
14,Sinhagad Road,19,4,fog,89,0.8598
15,NIBM Road,20,5,rain,56,0.6229
1,FC Road,17,0,clear,74,0.6501
2,Tilak Road,5,2,clear,5,0.107
4,Paud Road,16,3,clear,8,0.1301
9,Airport Road,2,4,clear,8,0.1039
11,Hinjewadi Road,13,0,clear,67,0.5256
11,Hinjewadi Road,3,4,clear,20,0.1697
9,Airport Road,3,5,clear,9,0.1339
4,Paud Road,17,1,clear,71,0.6556
10,University Road,22,1,clear,20,0.2312
3,Karve Road,4,1,clear,9,0.1306
10,University Road,4,3,fog,11,0.157
7,Solapur Road,0,2,clear,19,0.1531
12,Aundh-Ravet Road,21,1,clear,25,0.2462
10,University Road,0,3,clear,15,0.1708
1,FC Road,1,4,clear,6,0.1325
9,Airport Road,22,0,clear,30,0.2536
12,Aundh-Ravet Road,18,6,clear,55,0.4477
10,University Road,20,2,clear,79,0.6724
3,Karve Road,18,1,clear,79,0.6891
6,Nagar Road,12,4,clear,47,0.3854
15,NIBM Road,3,2,clear,17,0.1669
3,Karve Road,15,0,clear,17,0.1714
7,Solapur Road,5,1,clear,21,0.1644
11,Hinjewadi Road,15,5,clear,13,0.0996
1,FC Road,13,5,clear,41,0.3149
5,Mumbai-Bangalore Highway,10,0,clear,72,0.5997
11,Hinjewadi Road,18,2,rain,73,0.8483
1,FC Road,3,5,fog,13,0.1595
8,Satara Road,15,6,clear,11,0.0866
2,Tilak Road,14,1,rain,62,0.6002
12,Aundh-Ravet Road,14,4,clear,64,0.5142
7,Solapur Road,20,1,fog,88,0.8542
7,Solapur Road,21,6,clear,21,0.1901
12,Aundh-Ravet Road,0,2,clear,24,0.1863
10,University Road,2,1,rain,12,0.1762
7,Solapur Road,21,5,clear,19,0.2034
8,Satara Road,11,6,fog,7,0.0967
6,Nagar Road,22,2,rain,25,0.3189
13,Old Mumbai Highway,10,1,clear,92,0.7249
11,Hinjewadi Road,12,3,clear,58,0.4672
7,Solapur Road,17,3,rain,91,1.0
15,NIBM Road,20,1,clear,77,0.6657
6,Nagar Road,20,3,clear,66,0.59
6,Nagar Road,10,0,clear,65,0.5784
8,Satara Road,2,6,clear,3,0.0777
1,FC Road,19,4,clear,99,0.7906
13,Old Mumbai Highway,16,3,clear,6,0.133
3,Karve Road,22,2,rain,36,0.3949
3,Karve Road,0,1,clear,12,0.123
13,Old Mumbai Highway,12,5,clear,29,0.248
7,Solapur Road,9,1,clear,77,0.6413
9,Airport Road,14,3,rain,48,0.5272
1,FC Road,15,6,clear,15,0.1465
15,NIBM Road,17,6,rain,50,0.5642
13,Old Mumbai Highway,8,2,clear,68,0.5707
5,Mumbai-Bangalore Highway,9,4,clear,72,0.6382
8,Satara Road,8,3,clear,82,0.7076
5,Mumbai-Bangalore Highway,22,4,clear,33,0.2671
15,NIBM Road,17,3,clear,81,0.698
10,University Road,6,3,clear,35,0.2991
11,Hinjewadi Road,21,3,rain,33,0.3241
14,Sinhagad Road,14,5,rain,40,0.4412
12,Aundh-Ravet Road,22,2,rain,31,0.356
14,Sinhagad Road,18,0,clear,72,0.6323
3,Karve Road,9,0,clear,72,0.6792
4,Paud Road,5,1,fog,21,0.2051
15,NIBM Road,18,5,clear,43,0.3687
3,Karve Road,15,4,rain,11,0.2002
4,Paud Road,15,5,fog,8,0.1332
8,Satara Road,23,5,clear,11,0.1077
11,Hinjewadi Road,0,2,clear,11,0.1163
11,Hinjewadi Road,9,4,rain,95,0.9879
1,FC Road,2,4,fog,7,0.1249
4,Paud Road,13,6,rain,44,0.4501
8,Satara Road,19,6,rain,50,0.5484
11,Hinjewadi Road,14,1,rain,47,0.5653
13,Old Mumbai Highway,8,1,rain,91,0.9984
4,Paud Road,16,4,fog,19,0.1868
2,Tilak Road,17,5,clear,61,0.4679
14,Sinhagad Road,7,2,clear,46,0.3892
14,Sinhagad Road,19,4,clear,86,0.7142
10,University Road,16,2,clear,6,0.1376
14,Sinhagad Road,5,0,fog,9,0.1116
3,Karve Road,8,4,clear,64,0.6086
11,Hinjewadi Road,3,5,rain,3,0.0674
14,Sinhagad Road,0,1,rain,5,0.1363
13,Old Mumbai Highway,17,2,clear,96,0.766
7,Solapur Road,3,3,fog,20,0.2073
8,Satara Road,23,0,clear,32,0.2768
11,Hinjewadi Road,6,4,clear,44,0.3872
14,Sinhagad Road,1,1,clear,11,0.1608
8,Satara Road,5,5,rain,5,0.1397
11,Hinjewadi Road,20,1,clear,76,0.6874
6,Nagar Road,19,2,clear,65,0.6384
15,NIBM Road,6,2,clear,54,0.3942
14,Sinhagad Road,21,2,fog,33,0.2914
15,NIBM Road,15,1,clear,21,0.1842
15,NIBM Road,13,5,rain,40,0.3752
3,Karve Road,17,4,clear,85,0.697
3,Karve Road,0,2,rain,20,0.2294
8,Satara Road,15,3,rain,14,0.1668
11,Hinjewadi Road,22,6,clear,13,0.165
13,Old Mumbai Highway,3,5,clear,7,0.11
2,Tilak Road,16,4,rain,13,0.1745
5,Mumbai-Bangalore Highway,5,2,clear,17,0.1755
13,Old Mumbai Highway,6,6,fog,19,0.1988
11,Hinjewadi Road,4,4,clear,5,0.1163
14,Sinhagad Road,2,6,rain,3,0.0959
7,Solapur Road,2,1,rain,22,0.2756
13,Old Mumbai Highway,13,3,rain,46,0.5636
14,Sinhagad Road,3,4,clear,21,0.2028
15,NIBM Road,9,2,rain,75,0.8803
11,Hinjewadi Road,16,5,clear,3,0.0783
13,Old Mumbai Highway,14,0,rain,61,0.6035
11,Hinjewadi Road,9,0,rain,97,0.9764
14,Sinhagad Road,23,0,clear,19,0.2151
12,Aundh-Ravet Road,23,0,clear,31,0.2735
8,Satara Road,10,4,clear,88,0.7165
2,Tilak Road,9,3,fog,77,0.7812
13,Old Mumbai Highway,3,1,clear,19,0.1638
15,NIBM Road,14,3,clear,58,0.4399
10,University Road,13,3,rain,60,0.6229
3,Karve Road,16,3,rain,21,0.2358
1,FC Road,22,1,clear,34,0.2908
14,Sinhagad Road,13,3,rain,68,0.6872
9,Airport Road,9,5,rain,43,0.53
4,Paud Road,15,6,rain,9,0.126
1,FC Road,12,3,clear,59,0.4632
2,Tilak Road,13,3,clear,51,0.4568
14,Sinhagad Road,23,5,clear,22,0.1554
2,Tilak Road,9,0,clear,72,0.6674
12,Aundh-Ravet Road,1,3,fog,18,0.211
2,Tilak Road,3,5,clear,3,0.09
13,Old Mumbai Highway,3,5,clear,15,0.1455
3,Karve Road,7,6,clear,31,0.2667
11,Hinjewadi Road,4,6,rain,9,0.1422
5,Mumbai-Bangalore Highway,22,4,clear,29,0.2297
10,University Road,20,4,rain,72,0.9265
7,Solapur Road,13,6,rain,33,0.3367
2,Tilak Road,8,1,rain,76,0.9179
1,FC Road,11,6,rain,11,0.1608
9,Airport Road,3,1,rain,6,0.1355
6,Nagar Road,7,4,rain,54,0.547
8,Satara Road,10,3,clear,69,0.6353
4,Paud Road,9,3,clear,80,0.6782
14,Sinhagad Road,6,3,fog,36,0.3848
6,Nagar Road,21,4,clear,26,0.2289
6,Nagar Road,16,2,rain,23,0.2496
8,Satara Road,5,4,clear,11,0.1329
8,Satara Road,19,3,clear,91,0.7413
10,University Road,9,1,clear,82,0.6292
14,Sinhagad Road,22,4,rain,21,0.295
2,Tilak Road,14,0,clear,59,0.468
6,Nagar Road,17,5,clear,46,0.3973
10,University Road,22,3,fog,16,0.2644
15,NIBM Road,12,0,clear,58,0.4615
10,University Road,22,2,clear,15,0.1718
9,Airport Road,7,1,fog,34,0.3332
3,Karve Road,2,1,clear,16,0.1859
2,Tilak Road,12,4,rain,41,0.4685
10,University Road,23,3,clear,22,0.2452
15,NIBM Road,4,4,rain,14,0.1899
14,Sinhagad Road,17,6,clear,46,0.4403
15,NIBM Road,14,3,rain,40,0.4916
13,Old Mumbai Highway,4,6,clear,13,0.1169
7,Solapur Road,7,4,clear,45,0.3847
8,Satara Road,15,6,clear,10,0.1262
1,FC Road,8,3,clear,87,0.7113
14,Sinhagad Road,1,4,clear,17,0.1634
10,University Road,5,3,rain,11,0.1955
3,Karve Road,9,2,rain,97,0.9793
6,Nagar Road,18,1,clear,68,0.6451
4,Paud Road,22,3,clear,19,0.2242
2,Tilak Road,10,2,clear,93,0.7461
9,Airport Road,12,1,rain,49,0.5737
2,Tilak Road,9,0,clear,85,0.6935
8,Satara Road,2,5,fog,7,0.0904
7,Solapur Road,21,3,rain,23,0.2847
1,FC Road,23,6,rain,18,0.2354
3,Karve Road,10,1,fog,85,0.8518
15,NIBM Road,3,5,clear,5,0.1039
2,Tilak Road,17,6,clear,49,0.4319
15,NIBM Road,11,6,clear,15,0.1482
5,Mumbai-Bangalore Highway,20,6,clear,50,0.4506
14,Sinhagad Road,3,3,rain,23,0.2306
12,Aundh-Ravet Road,20,3,clear,66,0.6429
10,University Road,8,4,clear,69,0.6009
3,Karve Road,20,0,rain,78,0.8576
9,Airport Road,16,4,clear,24,0.1956
15,NIBM Road,18,3,clear,77,0.717
13,Old Mumbai Highway,10,0,fog,69,0.7649
7,Solapur Road,20,3,fog,87,0.8264
9,Airport Road,4,4,clear,10,0.1645
1,FC Road,0,4,clear,7,0.0871
15,NIBM Road,12,5,clear,38,0.2793
5,Mumbai-Bangalore Highway,23,6,rain,13,0.1837
7,Solapur Road,8,0,rain,78,0.9088
15,NIBM Road,9,1,fog,68,0.6853
15,NIBM Road,3,2,rain,11,0.2128
7,Solapur Road,16,6,clear,11,0.0881
14,Sinhagad Road,11,3,rain,13,0.1542
5,Mumbai-Bangalore Highway,17,1,fog,76,0.7892
11,Hinjewadi Road,2,6,clear,12,0.0976
12,Aundh-Ravet Road,23,3,rain,36,0.3777
4,Paud Road,0,4,clear,5,0.0829
14,Sinhagad Road,6,3,clear,45,0.3968
2,Tilak Road,6,0,clear,41,0.3694
2,Tilak Road,6,3,clear,35,0.3153
9,Airport Road,13,6,clear,37,0.2857
4,Paud Road,6,3,clear,41,0.3166
15,NIBM Road,22,3,clear,37,0.2675
1,FC Road,6,0,clear,39,0.317
6,Nagar Road,11,6,clear,9,0.1145
1,FC Road,3,6,rain,14,0.145
7,Solapur Road,1,5,clear,11,0.1066
12,Aundh-Ravet Road,14,5,rain,28,0.324
6,Nagar Road,21,1,clear,26,0.2249
13,Old Mumbai Highway,23,1,clear,21,0.2131
3,Karve Road,4,1,clear,17,0.1539
4,Paud Road,23,2,clear,18,0.1729
6,Nagar Road,2,6,clear,7,0.1018
13,Old Mumbai Highway,5,0,clear,21,0.1767
9,Airport Road,12,3,clear,67,0.5262
15,NIBM Road,10,6,fog,46,0.5061
7,Solapur Road,12,0,clear,52,0.4618
1,FC Road,7,5,clear,27,0.2076
10,University Road,10,5,fog,44,0.4818
8,Satara Road,10,4,clear,61,0.6008
4,Paud Road,1,1,clear,16,0.1681
11,Hinjewadi Road,5,4,clear,18,0.1936
6,Nagar Road,19,0,clear,93,0.7642
1,FC Road,21,1,clear,21,0.2076
5,Mumbai-Bangalore Highway,18,6,clear,51,0.4372
2,Tilak Road,22,0,clear,20,0.2189
14,Sinhagad Road,12,0,clear,44,0.4255
13,Old Mumbai Highway,19,4,clear,91,0.7196
15,NIBM Road,20,2,clear,87,0.77
10,University Road,15,6,clear,14,0.1264
8,Satara Road,19,2,clear,75,0.7026
15,NIBM Road,5,5,clear,5,0.1031
1,FC Road,2,2,rain,11,0.1979
4,Paud Road,2,6,clear,14,0.125
10,University Road,4,0,clear,10,0.1546
12,Aundh-Ravet Road,3,5,fog,12,0.1425
10,University Road,4,5,rain,11,0.1404
10,University Road,7,4,clear,45,0.3495
4,Paud Road,14,6,fog,35,0.321
6,Nagar Road,5,1,clear,10,0.1632
8,Satara Road,0,4,rain,10,0.1684
15,NIBM Road,20,3,clear,95,0.7706
9,Airport Road,14,5,rain,44,0.4651
13,Old Mumbai Highway,21,4,clear,37,0.2666
6,Nagar Road,15,5,clear,3,0.0701
11,Hinjewadi Road,23,4,clear,33,0.2795
8,Satara Road,22,4,rain,21,0.2788
10,University Road,13,1,rain,60,0.6113
10,University Road,19,0,clear,67,0.6323
5,Mumbai-Bangalore Highway,1,1,rain,6,0.1337
7,Solapur Road,23,3,rain,31,0.3149
13,Old Mumbai Highway,8,6,rain,45,0.5252
13,Old Mumbai Highway,12,0,clear,49,0.4354
8,Satara Road,15,2,rain,19,0.2143
11,Hinjewadi Road,0,6,clear,5,0.0832
10,University Road,10,1,fog,82,0.8397
12,Aundh-Ravet Road,6,0,fog,34,0.3896
15,NIBM Road,6,3,clear,50,0.4235
1,FC Road,23,2,clear,36,0.2825
10,University Road,18,0,clear,86,0.7278
5,Mumbai-Bangalore Highway,20,3,clear,82,0.6991
6,Nagar Road,1,4,clear,16,0.1523
6,Nagar Road,20,0,fog,95,0.871
1,FC Road,4,1,rain,18,0.2229
10,University Road,6,1,clear,49,0.3611
11,Hinjewadi Road,4,1,clear,16,0.145
12,Aundh-Ravet Road,2,4,rain,14,0.2106
5,Mumbai-Bangalore Highway,12,1,rain,40,0.5194
14,Sinhagad Road,17,5,clear,45,0.4016
13,Old Mumbai Highway,3,1,clear,21,0.1801
14,Sinhagad Road,2,2,fog,14,0.133
2,Tilak Road,19,1,clear,77,0.6707
12,Aundh-Ravet Road,19,4,clear,98,0.7759
15,NIBM Road,12,0,clear,40,0.3507
12,Aundh-Ravet Road,2,1,clear,13,0.1645
14,Sinhagad Road,3,0,rain,11,0.2117
9,Airport Road,1,4,clear,16,0.1503
2,Tilak Road,17,4,rain,74,0.8918
9,Airport Road,1,4,clear,10,0.1254
3,Karve Road,23,4,clear,31,0.2711
2,Tilak Road,10,6,fog,50,0.4684
14,Sinhagad Road,11,5,clear,14,0.1099
14,Sinhagad Road,7,1,clear,38,0.332
3,Karve Road,4,2,rain,12,0.21
10,University Road,18,1,clear,97,0.7766
15,NIBM Road,15,6,clear,10,0.1054
5,Mumbai-Bangalore Highway,4,0,clear,19,0.1943
7,Solapur Road,0,2,rain,20,0.2373
1,FC Road,16,5,clear,6,0.0974
8,Satara Road,17,2,rain,92,0.9646
13,Old Mumbai Highway,5,5,clear,6,0.115
14,Sinhagad Road,21,2,clear,21,0.2262
5,Mumbai-Bangalore Highway,8,1,rain,68,0.7897
13,Old Mumbai Highway,1,2,fog,7,0.1157
8,Satara Road,5,6,clear,13,0.126
9,Airport Road,19,3,rain,75,0.8713
1,FC Road,17,3,clear,66,0.5916
8,Satara Road,2,5,rain,11,0.1609
15,NIBM Road,9,0,clear,69,0.6079
3,Karve Road,1,6,fog,14,0.1701
10,University Road,13,0,clear,60,0.4681
9,Airport Road,5,6,clear,3,0.1003
6,Nagar Road,22,3,clear,27,0.2595
10,University Road,19,2,rain,76,0.8737
7,Solapur Road,4,0,fog,9,0.1102
8,Satara Road,0,6,rain,5,0.1234
11,Hinjewadi Road,22,0,clear,23,0.1865
5,Mumbai-Bangalore Highway,20,1,clear,85,0.7121
6,Nagar Road,19,1,clear,96,0.7354
3,Karve Road,0,0,clear,17,0.1593
9,Airport Road,18,2,clear,69,0.6373
9,Airport Road,14,5,rain,39,0.4104
8,Satara Road,21,0,clear,32,0.2882
4,Paud Road,11,4,fog,11,0.1977
14,Sinhagad Road,23,6,clear,14,0.1352
13,Old Mumbai Highway,17,6,clear,44,0.4111
8,Satara Road,17,0,clear,68,0.6264
3,Karve Road,17,4,rain,78,0.8971
5,Mumbai-Bangalore Highway,16,6,clear,13,0.1235
14,Sinhagad Road,18,4,clear,77,0.6923
1,FC Road,6,1,clear,51,0.3865
3,Karve Road,23,4,clear,39,0.2712
5,Mumbai-Bangalore Highway,10,2,rain,89,0.9122
3,Karve Road,15,5,clear,13,0.1201
1,FC Road,8,5,clear,51,0.421
5,Mumbai-Bangalore Highway,5,2,clear,11,0.1345
6,Nagar Road,12,1,clear,52,0.4387
6,Nagar Road,6,5,rain,34,0.3237
1,FC Road,13,3,clear,55,0.4332
11,Hinjewadi Road,19,1,clear,90,0.7347
8,Satara Road,19,5,rain,53,0.5616
11,Hinjewadi Road,10,6,fog,63,0.5673
12,Aundh-Ravet Road,14,6,rain,28,0.3526
10,University Road,11,1,rain,24,0.2691
7,Solapur Road,18,2,clear,66,0.6209
5,Mumbai-Bangalore Highway,17,6,clear,50,0.4442
3,Karve Road,10,6,rain,40,0.4574
12,Aundh-Ravet Road,10,6,clear,44,0.3922
6,Nagar Road,20,3,fog,96,0.8829
4,Paud Road,13,0,clear,42,0.349
1,FC Road,7,2,clear,46,0.3915
6,Nagar Road,13,2,fog,51,0.4818
7,Solapur Road,16,6,clear,11,0.1211
14,Sinhagad Road,5,2,clear,22,0.1523
6,Nagar Road,1,6,clear,3,0.0685
11,Hinjewadi Road,7,3,clear,50,0.4208
3,Karve Road,19,4,fog,82,0.8338
8,Satara Road,9,5,clear,43,0.4073
1,FC Road,16,1,clear,11,0.1151
5,Mumbai-Bangalore Highway,1,6,rain,7,0.0966
14,Sinhagad Road,20,1,fog,82,0.8228
6,Nagar Road,4,2,clear,19,0.1859
12,Aundh-Ravet Road,10,2,clear,82,0.6931
10,University Road,18,1,clear,82,0.6627
9,Airport Road,19,5,clear,53,0.4578
11,Hinjewadi Road,7,1,clear,48,0.3788
11,Hinjewadi Road,14,5,clear,31,0.2744
5,Mumbai-Bangalore Highway,8,1,rain,61,0.7593
11,Hinjewadi Road,7,3,rain,31,0.4092
1,FC Road,9,1,fog,67,0.7055
15,NIBM Road,5,3,clear,17,0.1793
11,Hinjewadi Road,19,0,clear,96,0.7868
9,Airport Road,9,1,clear,82,0.6988
5,Mumbai-Bangalore Highway,21,3,rain,17,0.2285
8,Satara Road,1,5,clear,13,0.1231
1,FC Road,13,5,clear,28,0.2502
15,NIBM Road,11,6,clear,12,0.1316
13,Old Mumbai Highway,8,0,fog,88,0.8421
5,Mumbai-Bangalore Highway,9,5,rain,46,0.5368
14,Sinhagad Road,7,1,rain,38,0.4349
9,Airport Road,16,0,fog,8,0.1287
7,Solapur Road,23,0,clear,18,0.2258
3,Karve Road,12,3,rain,50,0.6011
7,Solapur Road,21,4,fog,15,0.2362
7,Solapur Road,11,6,clear,7,0.1303
8,Satara Road,8,0,fog,72,0.7526
8,Satara Road,11,0,clear,22,0.1822
15,NIBM Road,7,6,clear,25,0.2233
8,Satara Road,15,5,clear,11,0.1247
5,Mumbai-Bangalore Highway,15,1,fog,9,0.1424
3,Karve Road,2,6,clear,6,0.1183
7,Solapur Road,4,6,clear,7,0.1087
14,Sinhagad Road,16,1,clear,18,0.1599
7,Solapur Road,9,4,rain,88,0.9785
3,Karve Road,23,5,clear,14,0.1411
12,Aundh-Ravet Road,11,6,clear,8,0.1178
9,Airport Road,6,1,rain,35,0.4577
3,Karve Road,1,5,clear,5,0.1117
14,Sinhagad Road,19,5,rain,48,0.59
12,Aundh-Ravet Road,5,2,rain,13,0.225
6,Nagar Road,13,5,clear,42,0.3136
5,Mumbai-Bangalore Highway,17,1,fog,97,0.8817
2,Tilak Road,17,6,clear,56,0.4671
9,Airport Road,2,2,clear,6,0.1409
14,Sinhagad Road,16,2,clear,24,0.2202
